,name,description,is_preschooler
1210,color farm board book,"<em>on this form you can view<br />animal ears and whiskers too.<br />lots of animals to be found,<br />shapes and colors ail around.<br />look at beaks and snouts with me.<br />make some more for us to see.</em><br /><br />outstanding science trade books for children 1990 (nsta/cbc)<br />parenting honorable mention, reading magic award",0
1211,richard scarry's early words,illustrated in full color. a very first word book of everyday household objects features frannie bunny in cozy family scenes familiar to children everywhere.,0
1216,little red hen gets help,everyone wants tacos for dinner. . . . tacos are delicious! but who will help little red hen clean up afterward?,0
1219,biscuit's graduation day,graduation is the perfect time to look back on a wonderful year at school. join biscuit on this special day and unfold the flaps in this gatefold to see what treats the day holds in store.,0
1220,biscuit's show and share day,<em>woof!</em><br /><br />it's a special day at school today.<br /><br />what will the little girl bring to show the class? biscuit has a great idea!<br /><br />there are activities and games to play with biscuit at the back of the book.,0
1221,curious george goes to school,"it's open house at george's school, and george gets to try his hand at painting in the art room. what he creates, however, is not a pretty picture! george is still a clever monkey, though, and in the end, he makes the open house a happy occasion for everyone.",0
1222,curious george good night book (cgtv tabbed board book),"there is so much to do at bedtime: cleaning up, taking a bath, telling stories, playing peek-a-boo, and more. will george ever get sleepy?",0
1228,the story of coretta scott king,"this story is intended for ages 3 years and over. for ages 2 to 5 years. this introduction to coretta scott king was written especially for toddlers, with only about 200 short and simple words. the story focuses on mrs king`s lifelong interest in equal rights for all people and her role as one of the leaders of the civil rights movement following her husband`s assassination.",0
1232,tom and pippo's day (pippo),a young boy spends the day indoors with his toy monkey.,0
1233,tom and pippo and the dog,"while out for a walk with mommy, tom and pippo have an adventure with a dog.",0
1234,tom and pippo on the beach,"when tom and pippo go to the beach, daddy makes sure that tom wears his sun hat. but tom says that pippo needs a sun hat too, so daddy makes him a nifty newspaper hat of his own. it's so nifty, in fact, that tom seems to appreciate the novelty of the paper hat more than his monkey friend does!",0
1235,tom and pippo go shopping,mommy takes tom and his toy monkey pippo on a shopping trip.,0
1236,tom and pippo in the snow,"after a few tries, tom and pippo decide that they can go sledding without daddy's help.",0
1240,little critter's joke book (look-look),"there's a giggle on every page as little critter tells nearly 40 riddles, knock-knock jokes, gags, and sillies.",0
1241,that's not my bunny...,"this adorable touch-and-feel book has bright illustrations and patches of different textures. babies and toddlers will delight in turning the pages and touching the feely ears, tails, and noses.",0
