,name,description,is_preschooler
6054,froggy's sleepover,"froggy is sleeping over at max’s house for the first time! he packs his sleeping bag, his pillow, his pajamas, and even his toothbrush. now, he’s ready to <i>flop flop flop</i> off to max’s house. but then froggy decides it would be a good idea to go back to his own house. so off they go—<i>shloop!</i> then max gets a tummy ache and wants to go back to his own house. so off they go—<i>shloop!</i> back and forth they go between the two houses. froggy’s sleepover is sure to dissolve any sleepover worries into giggles as froggy and max delight young readers with sleepover fun.",1
6055,froggy rides a bike,"froggy just got his very first bike, and it’s exactly what he wanted. almost. finishing touches like a bell and a horn have to be added before froggy is ready to ride. then, surrounded by cheering friends, froggy starts to pedal. oops! he falls off. he tries again. oops! riding a bike is hard! after a long day, and a few bumps and bruises, froggy finally learns to ride—and once he does he can’t wait to go again.<i>froggy rides a bike</i> is a reassuring reminder that practice makes perfect— and it’s sure to make kids eager to learn to ride on their own.",1
6056,froggy's baby sister,"froggy's parents are expecting a new baby, and froggy is hoping for a brother. so when his parents introduce him to pollywogilina, his new baby sister, froggy is disappointed. not only is she a girl, but polly is too little to do anything! froggy isn't even allowed to take care of her until her tail falls off. waiting is hard, but just when he's ready to give up, polly's legs finally grow and big brother froggy steps in to show her the ropes.",1
6057,bill grogan's goat,bill grogan's pesky goat has been eating clothes and getting into lots of trouble. when bill gets rid of him he ends up on a train with an engineer and a group of raucous barnyard animals and sets off on a great adventure. this hilarious story is written in verse.,1
6058,mr. bear to the rescue,"snug in their bed on a wild and windy night, mr. and mrs. bear hear a small cry for help. ""our warren has collapsed"", wails their neighbor, mr. rabbit-bunn. the owl nest has blown away, the beehive is ruined, and worst of all, bunny baby flora can't be found anywhere. ""help is on its way"", mr. bear promises, and he heads out into the storm and to the rescue.",1
6059,the snow lambs,"it's a snowy, blowy night. sam, dad, and bess the dog are counting the sheep from the field. when the hearding is done, bess is missing. now a blizzard is threatening. in howling wind and blinding snow, brave bess leads dad's best ewe home to safety. and born the next morning are two perfect snow lambs. full color.",1
6060,mr. bear's vacation,"mr. bear is taking his family on a camping vacation. ""where are we going?"" small bear wants to know. ""wait and see"", says her father. ""it's an adventure"". but with a heavy backpack weighing mr. bear down, a hard-to-read map, a tent filled with holes, a chill wind blowing, and a mooing monster lurking about, the bear family soon discovers that vacations don't always turn out as planned.",1
6061,the snow child: a russian folktale,"an elderly couple's wish comes true when their little girl of snow magically comes to life. each spring the snow child must leave, but every winter she returns with the first snowfall and comes to life with a kiss.",1
6062,the snow family,"there is magic in the frosty air one morning, as a little boy discovers a mischievous band of snow children scurrying past his parent's barn. but when he realizes that the snow children don't have any snow parents to take care of them, he devises a way to make their snow family complete. daniel kirk's lush illustrations and tender verses will have children building their own snow friends to play with.",1
6063,it's snowing,"<b>mother and baby share a magical night.</b><br /><br />baby is fast asleep when mama spies the first flakes of his first snowfall. ""it's snowing!"" she sings. ""baby, it's snowing!"" mama bundles baby in thick warm furs and scrunches into her coat. out into the snow they go, to see it, smell it, hear it, taste it, touch it — and play in it. olivier dunrea's exquisite hymn to snow is the story of a solitary night when a mother introduces her baby to the beauty and pleasure of falling snow.<br /><br /><b>olivier dunrea</b> is the creator of numerous picture books, including <i>bear noel</i>, which <i>the new york times</i> book review called ""as simple, complex and elegant a story as each single snowflake."" mr. dunrea lives in narrowsburg, new york.",1
